"ID","match_no","team_id","player_gk"
"1","37.0","1221.0","160463.0"
"2","37.0","1213.0","160278.0"
"3","45.0","1213.0","160278.0"
"4","45.0","1214.0","160302.0"
"5","47.0","1208.0","160163.0"
"6","47.0","1211.0","160231.0"
