"ID","city_id","city","country_id"
"1","10001.0","Paris","1207.0"
"2","10002.0","Saint-Denis","1207.0"
"3","10003.0","Bordeaux","1207.0"
"4","10004.0","Lens","1207.0"
"5","10005.0","Lille","1207.0"
"6","10006.0","Lyon","1207.0"
"7","10007.0","Marseille","1207.0"
"8","10008.0","Nice","1207.0"
"9","10009.0","Saint-Etienne","1207.0"
"10","10010.0","Toulouse","1207.0"
